datetime,close,p_up,pnl,equity
2024-11-01 13:00:00+00:00,71043.7109375,0.5062357180754752,0.0,1.0
2024-11-01 14:00:00+00:00,71136.3046875,0.49455217334245344,0.0,1.0
2024-11-01 15:00:00+00:00,69392.5,0.5022596635825897,-0.0,1.0
2024-11-01 16:00:00+00:00,69940.734375,0.5612992298421743,0.0,1.0
2024-11-01 17:00:00+00:00,69681.5078125,0.552966604388055,-0.0,1.0
2024-11-01 18:00:00+00:00,69096.7734375,0.5618487777652976,-0.0,1.0
2024-11-01 19:00:00+00:00,69188.1953125,0.5580896593522855,0.0,1.0
2024-11-01 20:00:00+00:00,69190.09375,0.5491404407240988,0.0,1.0
2024-11-01 21:00:00+00:00,69238.09375,0.5432430588117869,0.0,1.0
2024-11-01 22:00:00+00:00,69395.8359375,0.530003948719935,0.0,1.0
2024-11-01 23:00:00+00:00,69494.734375,0.5261630940623108,0.0,1.0
2024-11-02 00:00:00+00:00,69647.6640625,0.5218543874055268,0.0,1.0
2024-11-02 01:00:00+00:00,69631.6171875,0.5149333427006428,-0.0,1.0
2024-11-02 02:00:00+00:00,69641.3359375,0.5062398318563609,0.0,1.0
2024-11-02 03:00:00+00:00,69567.7890625,0.5107254434845109,-0.0,1.0
2024-11-02 04:00:00+00:00,69539.8515625,0.5131379045466051,-0.0,1.0
2024-11-02 05:00:00+00:00,69644.9140625,0.5148036695992351,0.0,1.0
2024-11-02 06:00:00+00:00,69702.953125,0.49584277437238805,0.0,1.0
2024-11-02 07:00:00+00:00,69779.2109375,0.4766516291027538,0.0,1.0
2024-11-02 08:00:00+00:00,69638.703125,0.4545196384116092,-0.0,1.0
2024-11-02 09:00:00+00:00,69497.484375,0.4678100817098064,-0.0,1.0
2024-11-02 10:00:00+00:00,69583.3984375,0.48185681365283495,0.0,1.0
2024-11-02 11:00:00+00:00,69597.1953125,0.48204109074848744,0.0,1.0
2024-11-02 12:00:00+00:00,69421.0078125,0.4936416119746759,-0.0,1.0
2024-11-02 13:00:00+00:00,69375.203125,0.5367167129070812,-0.0,1.0
2024-11-02 14:00:00+00:00,69218.328125,0.5606928485476808,-0.0,1.0
2024-11-02 15:00:00+00:00,69399.3359375,0.5324521575945929,0.0,1.0
2024-11-02 16:00:00+00:00,69549.9296875,0.4966500173752207,0.0,1.0
2024-11-02 17:00:00+00:00,69380.9375,0.4919385907807384,-0.0,1.0
2024-11-02 18:00:00+00:00,69419.2265625,0.5023789878461233,0.0,1.0
2024-11-02 19:00:00+00:00,69510.546875,0.49357939366364145,0.0,1.0
2024-11-02 20:00:00+00:00,69504.5234375,0.48979501226329164,-0.0,1.0
2024-11-02 21:00:00+00:00,69443.9609375,0.48108453311794436,-0.0,1.0
2024-11-02 22:00:00+00:00,69425.421875,0.4859549217185022,-0.0,1.0
2024-11-02 23:00:00+00:00,69280.5234375,0.47963003763390216,-0.0,1.0
2024-11-03 00:00:00+00:00,69171.5703125,0.491908648635891,-0.0,1.0
2024-11-03 01:00:00+00:00,69017.703125,0.5069805731052431,-0.0,1.0
2024-11-03 02:00:00+00:00,68144.2109375,0.5152526803002875,-0.0,1.0
2024-11-03 03:00:00+00:00,68388.5546875,0.5070750661973122,0.0,1.0
2024-11-03 04:00:00+00:00,68559.3125,0.5035587287226125,0.0,1.0
2024-11-03 05:00:00+00:00,68458.5546875,0.4974695359360656,-0.0,1.0
2024-11-03 06:00:00+00:00,68555.078125,0.49738197498255676,0.0,1.0
2024-11-03 07:00:00+00:00,68381.8125,0.5001464436887719,-0.0,1.0
2024-11-03 08:00:00+00:00,68501.7265625,0.5119104269311557,0.0,1.0
2024-11-03 09:00:00+00:00,68208.40625,0.4951613547127751,-0.0,1.0
2024-11-03 10:00:00+00:00,68431.4609375,0.5125699332616646,0.0,1.0
2024-11-03 11:00:00+00:00,68325.5625,0.5036953343401367,-0.0,1.0
2024-11-03 12:00:00+00:00,68487.8046875,0.5139674259228917,0.0,1.0
2024-11-03 13:00:00+00:00,68103.7890625,0.5031460639013039,-0.0,1.0
2024-11-03 14:00:00+00:00,67715.171875,0.5301251565237943,-0.0,1.0
2024-11-04 20:00:00+00:00,67363.5078125,0.5043633665629523,-0.0,1.0
2024-11-04 21:00:00+00:00,67011.6953125,0.5323808941645398,-0.0,1.0
2024-11-04 22:00:00+00:00,68049.7734375,0.531373155855413,0.0,1.0
2024-11-04 23:00:00+00:00,67779.8828125,0.49393869205436236,-0.0,1.0
2024-11-05 00:00:00+00:00,67985.4453125,0.5000687270592161,0.0,1.0
2024-11-05 01:00:00+00:00,67972.796875,0.49090598730324364,-0.0,1.0
2024-11-05 02:00:00+00:00,67814.203125,0.5112097510097539,-0.0,1.0
2024-11-05 03:00:00+00:00,68123.34375,0.5183212383313097,0.0,1.0
2024-11-05 04:00:00+00:00,68300.7265625,0.49630645956807534,0.0,1.0
2024-11-05 05:00:00+00:00,68689.3125,0.49231620205957954,0.0,1.0
2024-11-05 06:00:00+00:00,68759.6796875,0.471032260640474,0.0,1.0
2024-11-05 07:00:00+00:00,68850.984375,0.47976307025398013,0.0,1.0
2024-11-05 08:00:00+00:00,68952.4453125,0.4784430278715894,0.0,1.0
2024-11-05 09:00:00+00:00,68790.296875,0.4795156496725136,-0.0,1.0
2024-11-05 10:00:00+00:00,68721.1640625,0.4892865440819558,-0.0,1.0
2024-11-05 11:00:00+00:00,68787.5625,0.49541023005584406,0.0,1.0
2024-11-05 12:00:00+00:00,68845.53125,0.4927988131296752,0.0,1.0
2024-11-05 13:00:00+00:00,68804.9609375,0.4928574834390775,-0.0,1.0
2024-11-05 14:00:00+00:00,69984.84375,0.488882648378079,0.0,1.0
2024-11-05 15:00:00+00:00,69542.453125,0.48801717590231924,-0.0,1.0
2024-11-05 16:00:00+00:00,70156.015625,0.5069903047700143,0.0,1.0
2024-11-05 17:00:00+00:00,70016.5234375,0.4734964066049672,-0.0,1.0
2024-11-05 18:00:00+00:00,70200.203125,0.49271837948195496,0.0,1.0
2024-11-05 19:00:00+00:00,68814.109375,0.47543374024356067,-0.0,1.0
2024-11-05 20:00:00+00:00,69473.1640625,0.5523441750704216,0.0,1.0
2024-11-05 21:00:00+00:00,69221.0234375,0.5103081008591178,-0.0,1.0
2024-11-05 22:00:00+00:00,69517.2109375,0.5121323933949501,0.0,1.0
2024-11-05 23:00:00+00:00,69363.703125,0.5001398275596594,-0.0,1.0
2024-11-06 00:00:00+00:00,71174.8671875,0.5070073652636556,0.0,1.0
2024-11-06 01:00:00+00:00,71218.7421875,0.46881391700667424,0.0,1.0
2024-11-06 02:00:00+00:00,73187.1796875,0.45874734193898675,0.0,1.0
